,average_speed,peak_speed,average_acceleration,peak_acceleration,rapid_overclock,hard_braking
0,6.443223443223443,7.388888888888889,-0.011086924327550951,0.9774649889813037,0.0,0.0
1,5.237364692773002,7.5,-0.00795219314388383,2.1995464852607705,0.0,0.0
2,4.9682797361368785,7.083333333333333,-0.030921439334147455,1.3823064770932068,0.0,0.0
3,6.0497402496704655,7.5,-0.029478538257117104,1.2291052114060974,0.0,3.0
4,6.428614916286149,7.555555555555555,-0.06286625072530938,0.9507275132275134,0.0,0.0
5,2.8128019323671496,6.694444444444445,-0.07042101539641747,1.1640646398247054,0.0,0.0
6,3.1325571895424837,6.944444444444445,-0.04019943988559392,2.3032324676356133,0.0,0.0
7,2.9884823848238486,7.111111111111112,-0.02276565583875035,1.2917983149025802,0.0,0.0
8,3.5579012345679013,6.777777777777777,-0.011808569946237713,0.45033980185048716,0.0,0.0
9,3.7892592592592593,6.25,-0.031227713239770066,0.7366219941070244,0.0,0.0
10,5.486822401916741,7.027777777777778,-0.04626707375687084,1.3798541297062883,0.0,1.0
11,4.059906291834002,7.027777777777778,-0.11321098271339092,0.7079693302342979,0.0,1.0
12,5.73669996751137,7.472222222222221,0.003546667563940153,2.3556301893833376,0.0,0.0
13,5.415112262521587,7.694444444444444,-0.0033521352038897484,1.537785588752197,0.0,0.0
14,5.085291557876414,7.916666666666666,-0.05767449341880614,2.030104971281441,0.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,5.43039950062422,7.166666666666667,-0.026420677725079958,2.11689384551838,0.0,1.0
17,4.273979107312441,6.916666666666666,0.039575212285597745,2.2277917014759114,0.0,0.0
18,5.582216863165416,7.305555555555555,-0.01262278469818498,2.0926953916644635,0.0,0.0
19,5.578703703703705,6.916666666666666,-0.01652220289058291,0.8934953538241601,0.0,0.0
20,5.899627720504009,7.166666666666667,-0.017291241812620768,1.2034205459281915,0.0,0.0
21,4.032041910331384,6.194444444444445,-0.026218790472949925,0.8651792946027538,0.0,0.0
22,4.477485380116959,6.194444444444445,-0.01991411463531034,0.9230155166392257,0.0,0.0
23,6.184914446610352,7.194444444444444,-0.004626936575635163,2.560702958456819,0.0,1.0
24,5.306306306306307,7.333333333333333,-0.0167620921508162,0.8199551182461592,0.0,0.0
25,2.9281305114638445,6.166666666666666,0.06557649314768521,1.7586580086580084,0.0,0.0
26,4.896756583172769,7.416666666666666,-0.027839085567850773,1.552053486150907,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,5.2864233109189875,7.333333333333333,-0.0500392018846914,1.9454472523064583,0.0,0.0
29,4.347222222222221,6.833333333333334,-0.011200925930394439,0.5457542546556181,0.0,0.0
30,5.266372332597498,6.75,-0.03509999719179327,1.5583259127337492,0.0,0.0
31,4.145933014354067,6.666666666666666,-0.020795811837237704,0.8163777945239887,0.0,0.0
32,6.279029392764858,7.361111111111111,-0.02520739722609805,3.483217226092463,2.0,0.0
33,2.279057368308808,7.083333333333333,-0.044668724794292916,1.4982183349530285,0.0,0.0
34,5.532706093189964,7.555555555555555,0.0004263860467534627,1.276255497124581,0.0,0.0
35,5.109943568787702,7.305555555555555,-0.011364699375270897,0.9980039920159681,0.0,0.0
36,4.709437470943747,7.027777777777778,-0.05171391538845043,1.353072269977714,0.0,0.0
37,5.98576902025178,7.388888888888889,-0.015132610842302979,1.089023866494877,0.0,0.0
38,5.159965635738831,7.055555555555555,-0.023221418288473846,3.189467969598262,0.0,0.0
39,4.798202614379085,6.944444444444445,-0.019730421717466706,2.16623341998267,0.0,0.0
40,4.211399711399712,6.666666666666666,-0.02173783678398654,1.0502283105022832,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0
42,4.621141975308642,6.777777777777777,-0.005489859942988842,0.9784735812133073,0.0,0.0
43,5.6228070175438605,7.527777777777778,0.0022459725503622494,1.3164823591363872,0.0,0.0
44,4.16008018327606,7.166666666666667,-0.03541579417319267,1.9994840041279667,0.0,0.0
45,4.6208910622113555,7.166666666666667,-0.031276472531136794,1.2611563833915402,0.0,0.0
46,6.004237288135593,7.0,0.05009162041764195,1.3236147374528575,0.0,0.0
47,4.5082236842105265,6.499999999999999,-0.025251097784372505,0.5967881944444445,0.0,0.0
48,6.046087047499476,7.222222222222222,-0.00464933977295541,0.9332940367423124,0.0,0.0
49,5.948257080610022,6.777777777777777,-0.030819618868992253,1.0536398467432952,0.0,0.0
50,6.158482142857143,7.694444444444444,-0.03038285049128232,1.418945367108427,0.0,0.0
51,5.0978224871667495,7.222222222222222,-0.01875602263719452,2.389486260454002,0.0,0.0
52,6.256687242798354,7.527777777777778,-0.00025953441837637896,1.8320459496930086,0.0,0.0
53,5.2370030581039755,7.111111111111112,-0.015883616474277936,1.5618027666220438,0.0,0.0
54,6.573524563138805,7.527777777777778,-0.036387298867012134,1.0712506228201297,0.0,0.0
55,5.934718331777155,7.277777777777778,-0.018082032551206415,4.239073196419168,2.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0
57,4.242476851851852,7.055555555555555,-0.045695349307825456,1.1012003083360862,0.0,0.0
58,4.768400566171267,6.944444444444445,-0.03264931444760334,1.10569545987905,0.0,0.0
59,3.7077241715399607,6.861111111111111,-0.03405494557650073,1.2430675081277494,0.0,0.0
60,6.250600600600601,7.166666666666667,0.0035234259827938517,1.7484239558707646,0.0,0.0
61,5.7986453201970445,7.111111111111112,-0.05570400321757021,1.1080752884031575,0.0,2.0
62,5.638384856630825,7.861111111111111,-0.0677566797851333,1.1814574314574313,0.0,0.0
63,5.636321195144724,7.333333333333333,0.026556220201543027,1.271951419661907,0.0,0.0
64,5.398765432098766,6.944444444444445,-0.030290755975730794,1.1529386529386532,0.0,0.0
65,5.883815088150881,7.25,-0.023237010306516575,4.881672503449009,2.0,0.0
66,3.5366921362623365,7.083333333333333,-0.043162098388504856,1.7648864333947212,0.0,0.0
67,3.9602490421455943,6.888888888888889,-0.08199383004610025,0.5500550055005501,0.0,0.0
68,3.1167348329925018,6.527777777777778,-0.06406585817892836,0.6035825545171338,0.0,0.0
69,4.808069381598793,7.388888888888889,-0.0674383523001668,1.6951006124234471,0.0,0.0
70,5.517064280980782,7.472222222222221,-0.015106065468506307,1.7478152309612986,0.0,0.0
71,5.89861111111111,7.027777777777778,-0.028025149088005068,0.7171844388469073,0.0,0.0
72,5.274439102564103,7.166666666666667,-0.0026881970046510606,1.3046908186176343,0.0,0.0
73,5.329218106995885,7.138888888888888,-0.010804480365561865,1.3199577613516367,0.0,0.0
74,5.592711301044634,7.166666666666667,0.005785918732493407,2.2918166546676266,0.0,0.0
75,4.940016103059581,7.083333333333333,-0.019822729888348753,0.9516041326808045,0.0,0.0
76,3.300009129918744,5.888888888888888,-0.017966102755280686,0.7249831168315257,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0
78,6.12487922705314,7.25,-0.0043011619486136065,1.660103466913752,0.0,0.0
79,5.8950039032006245,7.333333333333333,-0.004717282106163331,2.211529114416254,0.0,0.0
80,6.2501005530417295,7.805555555555555,-0.021301522515148143,2.0241927616817867,0.0,0.0
81,5.6598532494758915,7.055555555555555,-0.014155968597481451,2.153954802259887,0.0,0.0
82,5.198759439050703,6.944444444444445,0.0897992334473061,4.0089379600420605,1.0,0.0
83,5.424038461538461,7.361111111111111,-0.045943598062266396,1.6985665755240695,0.0,1.0
84,3.9936472346786243,6.916666666666666,-0.038494373784315576,1.1528181631274415,0.0,0.0
85,6.23854213779587,7.361111111111111,-0.018221931450464107,1.9268808403246709,0.0,0.0
86,5.563025210084033,6.527777777777778,0.04250150909234306,1.6018518518518519,0.0,0.0
87,5.330401234567901,7.055555555555555,-0.03478024150041466,1.5220700152206996,0.0,0.0
88,5.1989981785063755,7.5,-0.009854489889080296,1.205713225746614,0.0,0.0
89,5.523565323565324,7.083333333333333,-0.024378524772155897,1.357484399059891,0.0,0.0
